공학1관,https://map.naver.com/v5/entry/place/17465978?c=14147353.2289739,4275074.0726525,15,0,0,0,dh
공학2관,https://map.naver.com/v5/entry/place/17466536?c=14147353.2289739,4275074.0726525,15,0,0,0,dh
자유관,https://map.naver.com/v5/entry/place/17465359?c=14147353.2289739,4275074.0726525,15,0,0,0,dh
